|------
|NOME|CNPJ|SITE|EMAIL|DDD TELEFONE|TELEFONE|DDD CELULAR|CELULAR
|ALDEBARAN CONFECÇOES DE MODA INFANTIL LTDA - EPP|11509105000278|NULL|NULL|11|32231415|NULL|NULL
|AFC TELEFONIA E ELETRONICOS LTDA - ME|12911209000196|NULL|NULL|11|32530386|NULL|NULL
|A2 SEGURANÇA ELETRÔNICA LTDA - ME|11733089000111|NULL|NULL|11|33375793|NULL|NULL
|BECTRA SEG ELETRONICA EIRELI ME|15827824000107|NULL|NULL|11|32210634|NULL|NULL
|BRUNO RAYIS RODZEWICS INFORMÁTICA - ME|09413365000112|NULL|NULL|11|32249938|NULL|NULL
|AC DOS SANTOS JUNIOR AUTOMAÇÃO ME|13513002000126|NULL|NULL|NULL|NULL|NULL|NULL
|AMYR KLINK PROJETOS ESPECIAIS LTDA.|02927827000170|www.amyrklink.com.br|NULL|11|55337611|NULL|NULL
|Tecno Pump Com. de Peças para Bombas de Combustível Ltda ME|08800143000190|NULL|NULL|NULL|NULL|NULL|NULL
|PRONTO GOURMET INDUSTRIA E COMERCIO DE ALIMENTOS LTDA EPP|16801504000140|www.prontogourmet.com.br|NULL|11|46154646|NULL|NULL
|Murilo |81567388000109|NULL|NULL|11|23395807|NULL|NULL
|CONFECCOES INDUSTRIA COMERCIO MODAS INTIMAS LTDA - ME|08148557000186|NULL|NULL|11|39640086|NULL|NULL
| ADRIANA ZERIAL NASCIMENTO - EPP |09636550000176|NULL|NULL|11|45332835|NULL|NULL
| ARNALDO CEZAR BRUNHOLI &amp; FILHOS LTDA - EPP |03347889000176|NULL|NULL|11|45847619|NULL|NULL
|F H DA SILVA JUNDIAI - ME|00789117000104|NULL|NULL|11|45870399|NULL|NULL
|W - SERVICE COM. SERV. EQUIP. ELET. LTDA - EPP|00822263000267|NULL|NULL|NULL|NULL|NULL|NULL
|LKO-MATERIAIS PARA CONSTRUÇÃO EIRELI|12706663000105|NULL|NULL|11|27829267|NULL|NULL
|COMERCIAL DEMOLIDORA SAO BENTO LTDA - ME|55827604000106|NULL|NULL|NULL|NULL|NULL|NULL
|PS|SAMUEL RAMOS DA SILVA|41336726000187|NULL|NULL|NULL|NULL|NULL|NULL
|SKYBYTE COMERCIO DE MATERIAIS PARA ESCRITÓRIO E INFORMÁTICA |06346637000110|NULL|NULL|NULL|NULL|NULL|NULL
|TELES DE MENEZES COMERCIO E SERVIÇOS DE ELETRÔNICA LTDA ME|11341324000100|NULL|NULL|11|44576359|NULL|NULL
|LUZITEL COMÉRCIO E MANUTENÇÃO ELETRICA INDUSTRIAL LTDA ME|60167590000173|NULL|NULL|11|44511432|NULL|NULL
|SOLANGE OLIVEIRA ROSA DA SILVA ME|19440427000139|NULL|NULL|11|23794856|NULL|NULL
|H. OZAWA IND. E COM. DE EQUIPAMENTOS CIENTIFICOS LTDA|53033544000116|NULL|NULL|NULL|NULL|NULL|NULL
|J.B. CAMARGO FRANCO &amp; CIA LTDA - ME|50388545000195|NULL|NULL|11|45334882|NULL|NULL
|LOOK MAQ LOCAÇÕES DE MÁQUINAS LTDA EPP|08473627000171|NULL|NULL|11|45860551|NULL|NULL
|MESQUITA &amp; SILVA RESTAURANTE LTDA - EPP|16825710000190|NULL|NULL|11|27097297|NULL|NULL
|Wave Solutions Ltda|05456828000172|NULL|helderponsiano@gmail.com|11|12340987|NULL|NULL
|dpcomp sistemas Ltda|00957640000194|NULL|dias.rodolfo@gmail.com|NULL|NULL|NULL|NULL
|INFOTECH COMERCIO DE COMPONENTES LTDA|06212993000141|NULL|econfisc1@econcontabil.com.br|NULL|NULL|NULL|NULL
|Hidrocurva conexões de Aço Ltda|57967135000148|NULL|hidro.curva@terra.com.br|11|56119585|NULL|NULL
|DSL TONER LTDA EPP|10659882000155|NULL|vendas@dslbrasil.com|11|23645161|NULL|NULL
|KINGSTON TECHNOLOGY DO BRASIL LTDA|08965001000182|NULL|luana_fernandes@kingston.com|11|21278611|NULL|NULL
|Atelier RA DEC. E Coml Ltda EPP|05767011000115|NULL|contato@atelierra.com.br|11|55355859|NULL|NULL
|T Couro Ind. e Com. de Revestimentos em Couro LTDA  EPP|07090117000152|NULL|contato@tkcouro.com.br|11|56411906|NULL|NULL
|Margarida Floricultura|63148386000101|NULL|dias.rodolfo@gmail.com|NULL|NULL|NULL|NULL
|Ecoglobal Industria Grafica LTDA - EPP|12610953000150|NULL|ecoglobal@terra.com.br|11|56878142|NULL|NULL
|ADVENTUS BRASIL COMERCIO, IMPORTACAO E EXPORTACAO LTDA.|10526920000100|NULL|fiscal@ozai.com.br|NULL|NULL|NULL|NULL
|Ginga Brasil Confecções e Comércio LTDA - ME|07724734000162|NULL|gilsonjunior@primefisc.com.br|11|25032782|NULL|NULL
|Zebra Technologies do Brasil - Comc. de Prod. de Inf. Ltda|09021935000129|NULL|asouza@zebra.com|NULL|NULL|NULL|NULL
|LASERGRAPH PRODUTOS PARA INFORMÁTICA LTDA - ME|00626337000109|NULL|roberto_prolaser@terra.com.br|11|23859558|NULL|NULL
|CENTRO AUTOMOTIVO CAMINHO CERTO LTDA|02727407000140|NULL|ccerto@ig.com.br|11|36218273|NULL|NULL
|LAND CENTER COMERCIAL LTDA|04422111000147|NULL|financeiro@landcenter.com.br|11|56311700|NULL|NULL
|DUE FRATELLI CONFEITARIA LTDA ME|12239686000157|NULL|doceirasabor@doceirasabor.com.br|11|78976669|NULL|NULL
|MARCELO ZANINI MOTOPEÇAS - ME|07040576000121|NULL|unica.contato@unicacontadores.com.br|11|30451355|NULL|NULL
|Destineplast Com. de Residuos Plasticos Ltda|12380586000146|NULL|destineplast@yahoo.com.br|11|20744980|NULL|NULL
|JM Auto Peças e Mecânica LTDA - ME|10463196000104|NULL|marceloprimosmec@hotmail.com|11|55624125|NULL|NULL
|UT DISTRIBUIDORA DE INSUMOS PARA IMPRESSORAS LTDA|09173962000117|NULL|vendas@ultratoner.com.br|11|24957182|NULL|NULL
|SKYBYTE COM.DE MATERIAS DE INFORMATICA LTDA|06346637000110|NULL|skybyte@skybyte.com.br|11|38536213|NULL|NULL
|FARAO'S CASEADOS E BOTOES LTDA - ME|03970560000167|NULL|faraoscaseadosebotoes@ig.com.br|11|32237392|NULL|NULL
|NPA PORTÕES AUTOMÁTICOS LTDA - ME|03624997000149|NULL|financeiro@npaportoes.com.br|11|55133620|NULL|NULL
|FERRAMENTARIA REIS COMERCIO E SERVIÇOS LTDA|10156179000124|NULL|adriano1284@superig.com.br|11|34949756|NULL|NULL
|INKYUNG NOH|12471357000137|NULL|prettylemon9@gmail.com|11|33310438|NULL|NULL
|BIZERBA DO BRASIL LTDA|04409332000185|NULL|info@bizerba.com.br|11|51817575|NULL|NULL
|mappel|01233103000164|NULL|rita@contabiljusti.com.br|NULL|NULL|NULL|NULL
resa Teste II Ltda.|22222222000191|NULL|sandroapp@me.com|11|11110000|NULL|NULL
|HEI SEI INDUSTRIA E COMERCIO LTDA EPP|61177325000139|NULL|heisei@petclean.com.br|11|32080201|NULL|NULL
|DR. FINDER INFORMATICA LTDA. - EPP|07931338000106|NULL|nfe_sao@doctorfinder.com.br|11|30711050|NULL|NULL
|MM Imports|10305236000190|NULL|clinicamarciamendes@terra.com.br|13|33231040|NULL|NULL
|AR PREST COMPRESSORES LTDA - ME|04112804000133|NULL|arprest@arprest.com.br|11|56635515|NULL|NULL
|BRUMA COMERCIO DE PEÇAS E MECÃNICA DIESEL LTDA|04700683000140|NULL|katia@brumadiesel.com.br|11|36875616|NULL|NULL
|PADARIA SÃO DOMINGOS LTDA|60769692000169|NULL|contato@paoitalianosaodomingos.com.br|11|32423677|NULL|NULL
|REBRUMA COMERCIO DE TECIDOS E RETALHOS LTDA|65441842000124|NULL|rebrumatecidos@hotmail.com|11|20812081|NULL|NULL
|APENINOS COMERCIO DE VIDROS LTDA ME|02896734000126|NULL|apeninosvidros@yahoo.com.br|11|32774342|NULL|NULL
|WALTER TOMAZ DE SANTANA - ME|05592066000131|NULL|janaina@tkcouro.com.br|11|56411906|NULL|NULL
|rodolfo 11|51635626000105|NULL|dias.rodolfo@gmail.com|NULL|NULL|NULL|NULL
|ROBSON PIVA SERVIÇOS|10796509000146|NULL|oficinal@carpiva.com.br|11|36853232|NULL|NULL
|ALENE SANTOS DA SILVA ROUPAS E ACESSORIOS-ME|09204910000160|NULL|allenes@bol.com.br|11|56229612|NULL|NULL
|IE áéíóúçâêô|45945730000101|NULL|dias.rodolfo@gmail.com|NULL|NULL|NULL|NULL
|FRANCO &amp; MARTINES MÓVEIS E EQUIPAMENTOS PARA ESCRITÓRIO LTDA|00398244000174|NULL|fm@fmescritorio.com.br|11|33262965|NULL|NULL
|BELVEDERE|00977412000186|NULL|roberto.manez@gps-pamcary.com.br|0|55815581|NULL|NULL
|SURF SIDE INDUSTRIA E COMERCIO DE CONFECÇÕES LTDA|59234997000197|NULL|surfside@terra.com.br|11|26932498|NULL|NULL
|C &amp; M Rodrigues Ltda ME|08893908000183|NULL|parceriaeletrica@uol.com.br|13|32310444|NULL|NULL
|MK Comercio de Conexões Ltda - Me|09259966000112|NULL|mkconexoes@terra.com.br|11|56726787|NULL|NULL
|CONFECCOES MDG EXPRESS LTDA|00303173000189|NULL|marciomdg@terra.com.br|11|33374617|NULL|NULL
|HERMAN DAVISON INDUSTRIA E COMERCIO LTDA|54868310000151|NULL|herman_davison@uol.com.br|11|20244722|NULL|NULL
|LG COMERCIO E SERVIÇOS DE ALIMENTAÇÃO LTDA ME|03844803000110|NULL|claudiofn@buffetgiardini.com.br|11|30786702|NULL|NULL
|Barros e Almeida Empreend Imobil Ltda|01550999000105|NULL|padrao@vertentes.com.br|37|33311079|NULL|NULL
|RETRORAMA COMERCIO DE ACESSORIOS PARA AUTOS LTDA|10507902000172|NULL|financeiro@retrovisoresvisorama.com.br|11|32750147|NULL|NULL
|DR. FINDER INFORMATICA LTDA. - EPP|07931338000297|NULL|nfe_sao@doctorfinder.com.br|13|32841439|NULL|NULL
|PARSIFAL MATERIAS ELETRICOS CONSTRUÇÃO LIMPEZA LTDA ME|05845866000117|NULL|lojasoslar@hotmail.com|13|32711749|NULL|NULL
|ROSANA LUZ ANGELUCI|13035015000137|NULL|pinatel_@hotmail.com|11|78602159|NULL|NULL
|PROTEÇÃO COMERCIO DE EQUIPAMENTOS CONTRA INCÊNCIO|10523212000107|NULL|extitores.protecao@gmail.com|11|39111467|NULL|NULL
|FABRICA DE CAIXAS DE PAPELAO FUKUDA LTDA|46360970000107|NULL|caixasfukuda@uol.com.br|11|22733198|NULL|NULL
|Bertoncini Contabilidade Ltda|09334071000103|NULL|ronaldo@bertoncinicontabilidade.com.br|NULL|NULL|NULL|NULL
|BRASCOOK COMERCIO DE MINERIOS E TRANSPORTES LTDA|67152645000110|NULL|brascook@uol.com.br|11|29052317|NULL|NULL
|LETTRAR COMERCIO E DIVULGAÇÃO LTDA ME|09452671000168|NULL|lettrar@lettrar.com.br|11|38921728|NULL|NULL
|TREZE-TREZE MIUDEZAS EM GERAL LTDA-ME|00215599000180|NULL|treze.trezeltda@gmail.com|11|32295293|NULL|NULL
|HCO EMPÓRIO LTDA|56003791000168|NULL|terracotapaes@yahoo.com.br|11|26280866|NULL|NULL
|ZAN &amp; ZAN INDUSTRIA E COMERCIO LTDA|04575638000101|NULL|zanluz@ultrarapida.com.br|11|22958362|NULL|NULL
|CAFE DIESEL LTDA ME|09630442000196|NULL|kafediesel@ig.com.br|11|46682000|NULL|NULL
|OPÇÃO MULTIMARCAS LTDA - EPP|13006990000117|NULL|reynaldodio@hotmail.com|11|36081196|NULL|NULL
|MC CAMINHÕES - TRANSP. LOCAÇÃO E COM. DE VEÍCULOS LTDA EPP |02092279000106|NULL|mc_caminhoes@yahoo.com.br|11|36986060|NULL|NULL
|RR MANUFATURAS DE BORRACHAS INDÚSTRIA E COMÉRCIO LTDA|03787534000106|NULL|rrborrachas@terra.com.br|11|44484832|NULL|NULL
|PIRITUBA CALHAS COMERCIO LTDA |13078474000106|NULL|makbad_@msn.com|11|39714626|NULL|NULL
|TIAGO ARTEFATOS DE BORRACHAS E USINAGEM IND. E COM. LTDA|05824766000104|NULL|rr.borrachas@ig.com.br|11|44484832|NULL|NULL
|EMMANUEL BUENO CRUDO - ME|07377386000102|NULL|clorofila-clorofila@bol.com.br|11|41542795|NULL|NULL
|CLAUDIO MENDES DE OLIVEIRA - EPP|09058248000188|NULL|plasticosoliveira@hotmail.com|11|47051977|NULL|NULL
|MARINA AZEVEDO MARQUES - ME|10800414000159|NULL|lcmarques@sutileza.com.br|11|38733077|NULL|NULL
|CHOCOLIFE INDUSTRIA E COMERCIO DE ALIMENTOS FUNCIONAIS LTDA |08795453000163|NULL|contato@chocolife.com.br|11|34796044|NULL|NULL
|FERRAMENTARIA JORDANÉSIA INDÚSTRIA E COMÉRCIO LTDA|56930308000190|NULL|comprasf@terra.com.br|11|44475492|NULL|NULL
|PÉROLA INDÚSTRIA E COMÉRCIO LTDA - ME|39033972000118|NULL|comprasfj@terra.com.br|11|44475492|NULL|NULL
|LUBIAN INDÚSTRIA E COMÉRCIO DE ARTEFATOS PLÁSTICOS LTDA ME|02435313000106|NULL|glebson@lubian.com.br|11|44481967|NULL|NULL
|DICARBO COMÉRCIO ENVASAMENTO DE GASES LTDA - ME|11193477000157|NULL|dicarbogases@terra.com.br|11|36212347|NULL|NULL
|DELPACK - COMÉRCIO DE ARTEFATOS DE PAPEL LTDA - ME|11098901000184|NULL|delpackpapeis@hotmail.com|11|41565732|NULL|NULL
|BIANCHIPLAST INDÚSTRIA E COMÉRCIO LTDA - ME|11366925000177|NULL|plasticosbianchi@uol.com.br|11|47051228|NULL|NULL
|AKAPGOLD TAPESTES NAUTICO E PERSONALIZADOS LTDA ME|10350743000145|NULL|marcelonautico@ig.com.br|11|44085420|NULL|NULL
|ROWM COM ATACADISTA E DISTR DE METAIS E MAT CONSTR LTDA ME|12597163000182|NULL|metaisrowm@hotmail.com|11|41545354|NULL|NULL
|TECNOMON INDUSTRIA ELETRONICA LTDA|02611872000111|NULL|francisco@tecnomon.ind.br|11|40445575|NULL|NULL
|H12 Comercio e Materiais Elétricos Ltda|12713873000120|NULL|luiznunesh12@uol.com.br|11|39112471|NULL|NULL
|Blue Moon Buffet|45572567000170|NULL|luiza.madalena@bmbuffet.com.br|11|50501218|NULL|NULL
|BRILHAUTO TRUCK CENTER LTDA|02902798000192|NULL|brilhanteauto@uol.com.br|11|24125533|NULL|NULL
|SEVERINA DE LIMA ALVES ROUPAS|10639354000134|NULL|celinhoguilu@yahoo.com.br|11|33134286|NULL|NULL
|ADEMAR BARRETO DOS SANTOS ROUPAS|09109762000103|NULL|b-sport34@hotmail.com|11|97137522|NULL|NULL
|J. A. D - Comércio de Ferramentas Ltda.|04134497000191|NULL|danielefassina@hotmail.com|NULL|NULL|NULL|NULL
|LINKID SOLUÇÕES EM INFORMATICA LTDA ME|03686955000132|NULL|laura.santos@linkid.com.br|11|33922102|NULL|NULL
|FUJIKI COMERCIAL LTDA - ME|10514950000198|NULL|ronaldo@fujiki.com.br|11|44483983|NULL|NULL
|ANTONIO LUIZ MUNHOZ - EPP|03610636000143|NULL|claudiomisse@gmail.com|11|44476039|NULL|NULL
|DAVID SOUZA DOS SANTOS CONFECÇÕES - ME|11297121000163|NULL|aureliotadeu@terra.com.br|NULL|NULL|NULL|NULL
|ÁGUA VIVA IBIRAPUERA ÓTICA LTDA EPP|08291673000150|NULL|andre.varga@mitani.com.br|11|25068133|NULL|NULL
|SANDRO FERREIRA LEITE ME|00948070000176|NULL|lubian@lubian.com.br|11|44481967|NULL|NULL
|PAULO ROBERTO GRASIANO MORETI|12587404000102|NULL|criacao@elementpublicidadeltda.com.br|11|38712221|NULL|NULL
|SIAL-Sistemas Integrados &amp; Automação Comercial Ltda|00970521000171|NULL|jorge.oliveira@sialtech.com.br|61|39647004|NULL|NULL
|METALÚRGICA V.R LTDA ME|62670161000140|NULL|jose.ribamar514@hotmail.com|11|29199769|NULL|NULL
|Spool Informática Comércio e Serviços Ltda|05280846000146|NULL|spool@spool.com.br|11|55492400|NULL|NULL
|SETRA ARTES GRAFICAS LTDA|47413810000133|NULL|graficasetra@graficasetra.com.br|11|22963715|NULL|NULL
|METALURGICA ARGUS LTDA|47299698000232|NULL|valquiria@metalurgicaargus.com.br|11|41544278|NULL|NULL
|FIRMOTERM COMERCIO DE ISOLAMENTOS TERMICOS LTDA ME|07070078000121|NULL|firmoterm@firmoterm.com.br|11|39752919|NULL|NULL
|K.R.N. PUERTA AUTO PEÇAS|07730116000125|NULL|ckr.ckr@bol.com.br|11|39514668|NULL|NULL
|A &amp; R COM IMPORTAÇÃO E EXPORTAÇÃO LTDA|01100647000158|NULL|agromar@terra.com.br|11|35424518|NULL|NULL
|CM SAMPAIO COMERCIO DE QUEIMADORES EPP|10727383000158|NULL|contato@tecnoqueimadores.com.br|11|39110400|NULL|NULL
|Visagraf Comércio de Suprimentos Gráficos Ltda|10748734000107|NULL|daniane@visagraf.com|19|32672028|NULL|NULL
|FRANSPAR COMÉRCIO DE PARAFUSOS E PEÇAS LTDA|04582783000110|NULL|franspar@globo.com|11|20689417|NULL|NULL
|Rainha Musical Com. de Instr. Musicais e Acessórios Ltda ME|07031738000165|NULL|vendas@rainhamusical.com.br;m.arjona@globo.com|11|41642732|NULL|NULL
resa teste|11111111111180|NULL|teste@uahoo.com.br|11|77775566|NULL|NULL
|HF Comércio de Revestimento de Alto Desempenho Ltda|13287114000106|NULL|nfe@hardyfloor.com.br|11|23648172|NULL|NULL
|W SILVA DE JESUS EMBALAGENS - ME|08277382000107|NULL|w.silvaembalagens@terra.com.br|11|55655178|NULL|NULL
|Queiroz e Filhos Comercio de Sacolas Ltda ME|12983293000153|NULL|patriciatc14@hotmail.com|11|29391399|NULL|NULL
|Exporta Logistica|07149102000112|NULL|sandroapp@me.com|11|33272673|NULL|NULL
|Vitor Alves Santos Assistencia Tecnica ME|08791292000130|NULL|vascopiadoras@vascopiadoras.com.br|11|43329506|NULL|NULL
|VIDA COMERCIAL E DISTRIB. DE ARTIGOS PARA LABORATORIO LTDA|38996211000107|NULL|comercialvida@terra.com.br|11|22413741|NULL|NULL
|CABEÇÃO AUTO PEÇAS LTDA ME|50995505000101|NULL|cabecaoautopecas@hotmail.com|NULL|NULL|NULL|NULL
|VALQUIRIA MARTINS DA SILVA ME|01329783000114|NULL|valborcomercio@hotmail.com|11|22804798|NULL|NULL
|Auto Peças Firenze LTDA|57071862000122|NULL|firenzeimports@hotmail.com|11|36830577|NULL|NULL
|EUROREVEST PEÇAS E ACESSÓRIOS EIRELI ME|44113603000175|NULL|aurelio@eurorevest.com.br|11|23465141|NULL|NULL
|USITURBO IND. E COM. PROD. AUTO. LTDA|08111444000106|NULL|nfe@beepturbo.com.br|11|29109507|NULL|NULL
|MC EDIÇÕES CULTURAIS BARUERI EPP|05460410000139|NULL|mc.barueri@gmail.com|11|41635000|NULL|NULL
|Eduardo Union|01123100000178|NULL|helderponsiano@gmail.com|NULL|NULL|NULL|NULL
|PATRICIA CORDEIRO BRINDES-ME|11217699000162|NULL|conrado@brindimport.com.br|11|24781623|NULL|NULL
|LM DESIGNS COM. DE MOVEIS P/ ESCR. LTDA|01073262000149|NULL|laurelisaalencar@hotmail.com|11|32773984|NULL|NULL
|VITRIPLAYS IND. E COM. LTDA ME|56283286000114|NULL|albhenrique@hotmail.com|11|25945747|NULL|NULL
|A ROMANO LEMBRANCAS EPP|12448717000180|NULL|andrearomano@uol.com.br|11|28949500|NULL|NULL
|D JUNGMAN PRODUTOS NATURAIS|13566045000170|NULL|flordebali@uol.com.br|11|31954750|NULL|NULL
|GRUNOX Equipamentos para Gastronomia Ltda|10777579000157|NULL|nfe@grunox.com.br|11|27436288|NULL|NULL
|J DEB EQUIPAMENTOS INOXIDAVEIS LTDA - EPP |04307824000160|NULL|nfe@jdeb.com.br|11|22172495|NULL|NULL
|Washington Francisco de Paula Me.|11652320000142|NULL|contato@webbyservices.com.br|11|37135195|NULL|NULL
|LIFTERKING COMERCIO DE MÁQUINAS INDUSTRIAIS LTDA|07324382000158|NULL|contato@lifterking.com.br|11|29194423|NULL|NULL
|DOUGLAS SOARES PARIZOTTO -EPP|08983760000178|NULL|vendas@jetcleanequipamentos.com.br|11|27432471|NULL|NULL
|BLOCO COMUNICAÇÃO LTDA EPP|57262701000116|NULL|eunice@embalagemmarca.com.br|11|51816533|NULL|NULL
|W.R.F IND PEÇAS ELÉTRICAS|52610573000130|NULL|wrfr@bol.com.br|17|32384780|NULL|NULL
|REGÊNCIA AUDIO E VÍDEO LTDA ME|05300830000158|NULL|gabriela@juliao.com.br|11|37580797|NULL|NULL
|REPRITERMICA ISOLAMENTOS TERMICOS E ACUSTICOS LTDA|12982710000143|NULL|raul@brastermica.com.br|11|39113878|NULL|NULL
|GLOBAL CHORO MUSIC BRASIL PRODUCOES ARTISTICA LTDA|08484070000174|NULL|isabela.leite@choromusic.com|11|38818400|NULL|NULL
|IDEAS PROMOÇÕES E EVENTOS LTDA ME|08543226000140|NULL|roberto.moraes@ideaspromocoes.com.br|11|56658965|NULL|NULL
|UFEMA INSDUSTRIA METALURGICA LTDA-ME|03284868000159|NULL|ufema@ufema.com.br|11|29625058|NULL|NULL
|JME INDUSTRIA DE RESISTENCIAS ELETRICAS LTDA - ME |13644757000160|NULL|jmeresistencias@gmail.com|11|20231734|NULL|NULL
|J.L.C. Projetos e Instalações Rurais Ltda ME|11751141000162|NULL|ricardo@hilariocorrea.com.br|11|26150622|NULL|NULL
|HERNAN R. C. MAMANI CONFECÇÃO ME|12635301000170|NULL|atendimento@hilariocorrea.com.br|11|34512309|NULL|NULL
|SUNNYS INDUSTRIA E COMERCIO DE BOLSAS LTDA ME|67869743000173|NULL|sunnys@ig.com.br|11|29436949|NULL|NULL
|THORS MÓVEIS LTDA|02898166000100|NULL|timmoveis@uol.com.br|NULL|NULL|NULL|NULL
|JATO COMERCIO DE MATERIAIS DE CONSTRUÇÃO EM GERAL LTDA|07873352000109|NULL|jato@superig.com.br|11|29877733|NULL|NULL
|MADALENA BARBOSA DE SOUSA MORAES EPP|08073990000108|NULL|moveismoraes@terra.com.br|11|20615883|NULL|NULL
|FRAN COMERCIO DE BOTÕES E CASEADOS ME|13641155000159|NULL|fran.luigi2010@gmail.com|11|32282261|NULL|NULL
|IMVROS COMÉRCIO E SERVIÇOES DE BOTÕES E CASEADOS LTDA ME|53628145000106|NULL|fran.luigi2010@gmail.com|11|32237427|NULL|NULL
|ROSANGELA SILVA DOS SANTOS ANSELMO - ME|07826385000190|NULL|atendimento@sensospharma.com.br|11|36825094|NULL|NULL
|SBCOACHING PRODUTOS DE PERFORMANCE LTDA EPP|07695161000196|NULL|sbcoaching@sbcoaching.com.br|11|37755333|NULL|NULL
resa Teste do Rodolfo|28754418000103|NULL|dias.rodolfo@gmail.com|NULL|NULL|NULL|NULL
|ATELIER M. AZEVEDO COMERCIO DE ALIMENTOS - ME|12696348000144|NULL|atelier.mazevedo@gmail.com|11|38762505|NULL|NULL
|GATO PRETO COM. DE MÓVEIS P/ ESCRITÓRIO LTDA|00007441000115|NULL|contato@moveisgatopreto.com.br|11|32094077|NULL|NULL
|MEGAN KIDS CONFECÇÕES LTDA ME|11724280000105|NULL|megan.kids@bol.com.br|11|23590321|NULL|NULL
|INTEC ONE COMERCIO E SERVICOS DE TECNOLOGIA LTDA|04527194000139|NULL|ormindo@terceirizacaocontabil.com.br|11|31241000|NULL|NULL
|ADRIANA DOS SANTOS DOMINGUES ME|07112991000143|NULL|contato@officemoveis.com.br|11|38681170|NULL|NULL
|MMP MATERIAIS PEDAGÓGICOS LTDA ME|00660960000188|NULL|talita@materialpedagogico.com.br|11|44381107|NULL|NULL
|CREATIVE COMERCIAL DE PRODUTOS CERÂMICOS LTDA|04185363000108|NULL|creativecomercial@hotmail.com|11|44794362|NULL|NULL
|Center Gonçalves Materiais e Serviços Ltda-ME|06006971000125|NULL|valquiria@metalurgicaargus.com.br|11|41544278|NULL|NULL
|BRASILIAN GESSO DECORAÇÕES LTDA ME|71915375000120|NULL|brasiliangessodecor@uol.com.br|11|44722034|NULL|NULL
|ADVANCE COM DE ART. DE ARMARINHOS LTDA|09539987000191|NULL|advance@contabilidadecometa.com.br|NULL|NULL|NULL|NULL
|SANSARA INDUSTRIA E COMÉRCIO DE EQUIP. ELETRONICOS LTDA - ME|10947921000110|NULL|sansara@sansara.ind.br|11|56773159|NULL|NULL
|COMERCIO GENEROS ALIMENTICIOS DOM VILARES LTDA|03507329000131|NULL|sacolaodomvilares@uol.com.br|11|29693500|NULL|NULL
|COMÉRCIO DE GÊNEROS ALIMENTÍCIOS SÃO TOMÉ LTDA.|66793423000114|NULL|sacolaosaotome@hotmail.com|11|42386242|NULL|NULL
|NC CASTRO ASSESSORRIA EMPRESARIAL SC LTDA|04088130000189|NULL|nccastroassessor@ig.com.br|16|35160000|NULL|NULL
|INTERIOR PTA COM E REPR DE ARTIGOS ESPORTIVOS LTDA|07414084000159|NULL|interiorpta@uol.com.br|19|38353126|NULL|NULL
|KS E KAIXAS INDUSTRIA E COMERCIO LTDA ME|66175100000167|NULL|katia@kskaixas.com.br|11|36419265|NULL|NULL
|Salerno Massas e Rotisserie Ltda ME|61053500000186|NULL|salernomassas@yahoo.com.br|11|36757897|NULL|NULL
|PROPAN SOLUCOES IDENTIFICAÇÕES LTDA - ME|13806408000105|NULL|fiscal@propansolucoes.com.br|11|39912030|NULL|NULL
|HAGE ALIMENTO ARABE NATURAL LTDA ME|65906943000123|NULL|hagealimento@uol.com.br|NULL|NULL|NULL|NULL
|ARAMAX COMERCIO DE ARAMADOS LTDA|03150690000153|NULL|fiscal@totalcromo.com.br|11|46447899|NULL|NULL
|D. COLLIN INDUSTRIAL LTDA |02427308000143|NULL|dcollin@dcollin.com.br|11|49962656|NULL|NULL
|MCK AUTOMAÇÃO INDUSTRIAL EIRELI EPP|11203891000108|NULL|dare@mckautomacao.com.br|11|39250240|NULL|NULL
|Inovattore Design de Interiores Ltda - Me|07116371000182|NULL|fiscal@inovattore.com.br|11|46447899|NULL|NULL
|SlemerNET Comércio de Sistemas e Soluções em TI|08091391000109|NULL|ranieri@slemernet.com.br|11|41193580|NULL|NULL
|EDILSON DUTRA BESERRA ME|00165843000148|NULL|maranhaomoveis@maranhaomoveis.com.br|11|22744481|NULL|NULL
|CONFECCOES GREEN ROSE LTDA EPP |07590419000190|NULL|conf.greenrose@hotmail.com|11|33333469|NULL|NULL
|RSF PIMENTA TRANSPORTES EPP|05874925000185|NULL|rainner@irmaosporto.com.br|11|26316277|NULL|NULL
|RAGIONIERE CONTABILIDADE|08568137000159|NULL|ragionierecontabilidade@gmail.com|NULL|NULL|NULL|NULL
|CARDAN DIESEL AUTO PEÇAS COMERCIO E SERVICOS LTDA|00691841000192|NULL|cardan.diesel@terra.com.br|11|36083088|NULL|NULL
|PPW Industria e Comercio Ltda|12976093000173|NULL|patricia@alwahch.com|11|39264616|NULL|NULL
|AMANDA TELES DE OLIVEIRA ME|11092537000145|NULL|cremonte.materiais@hotmail.com|11|55280363|NULL|NULL
|TRUP CONFECCOES E COMERCIO LTDA|12248531000187|NULL|trupadventure@hotmail.com|11|20165316|NULL|NULL
|MUNDO MAC INF. COM. REPRESENTAÇÃO E SERV. LTDA ME|05255076000181|NULL|carlos@mundomac.com.br|NULL|NULL|NULL|NULL
|J. VICENTE TOSCANO ME|72993439000173|NULL|forasterochocolates@yahoo.com.br|11|55798872|NULL|NULL
|Panaview Produções Ltda|05106966000121|NULL|contato@panaview.ws|21|37988048|NULL|NULL
